session_id,frame_index,qber,photon_count,latency_ms,abort_flag,label
1,5,0.09241,1008,5.84501,0,intercept_resend
1,6,0.08753,985,5.95755,0,intercept_resend
1,7,0.09494,1013,5.9924,0,intercept_resend
1,8,0.08989,1014,5.9032,0,intercept_resend
1,9,0.09153,1031,5.98604,0,intercept_resend
1,10,0.09883,1031,6.16106,0,intercept_resend
1,11,0.09684,1007,6.04894,0,intercept_resend
1,12,0.09502,1048,6.07909,0,intercept_resend
1,13,0.09885,1036,6.14033,0,intercept_resend
1,14,0.09926,1055,6.18191,0,intercept_resend
1,15,0.10095,1035,6.13031,0,intercept_resend
1,16,0.10546,1055,6.21378,0,intercept_resend
1,17,0.10997,1063,6.16815,0,intercept_resend
1,18,0.10921,1065,6.27854,0,intercept_resend
1,19,0.11059,1055,6.33034,0,intercept_resend
1,20,0.11146,1066,6.30279,0,intercept_resend
1,21,0.11087,1080,6.35748,0,intercept_resend
1,22,0.11577,1085,6.40676,0,intercept_resend
1,23,0.11577,1094,6.37534,0,intercept_resend
1,24,0.11071,1073,6.40111,0,intercept_resend
1,25,0.11295,1100,6.39245,0,intercept_resend
1,26,0.11151,1112,6.42477,0,intercept_resend
1,27,0.11847,1098,6.45508,0,intercept_resend
1,28,0.12426,1119,6.52562,0,intercept_resend
1,29,0.11712,1158,6.61664,0,intercept_resend
1,30,0.12638,1140,6.55155,0,intercept_resend
1,31,0.12497,1148,6.54568,0,intercept_resend
1,32,0.12366,1112,6.56484,0,intercept_resend
1,33,0.13134,1138,6.61387,0,intercept_resend
1,34,0.12866,1124,6.70335,0,intercept_resend
1,35,0.13286,1159,6.76497,0,intercept_resend
1,36,0.12643,1186,6.67219,0,intercept_resend
1,37,0.12793,1160,6.82865,0,intercept_resend
1,38,0.13307,1155,6.69662,0,intercept_resend
1,39,0.13416,1144,6.72268,0,intercept_resend
1,40,0.14046,1199,6.80759,0,intercept_resend
1,41,0.13579,1185,6.95774,0,intercept_resend
1,42,0.13976,1203,6.85654,0,intercept_resend
1,43,0.14008,1205,6.89929,0,intercept_resend
1,44,0.13556,1219,6.88855,0,intercept_resend
1,45,0.14894,1216,6.94918,0,intercept_resend
1,46,0.14528,1209,6.94763,0,intercept_resend
1,47,0.14594,1229,6.97504,0,intercept_resend
1,48,0.1448,1216,7.07219,0,intercept_resend
1,49,0.15238,1232,7.07998,0,intercept_resend
2,0,0.03124,1074,5.43179,0,normal
2,1,0.03437,1091,5.51563,0,normal
2,2,0.03424,1070,5.48617,0,normal
2,3,0.04321,1058,5.29305,0,normal
2,4,0.04482,1091,5.3702,0,normal
2,5,0.04756,1123,5.35953,0,normal
2,6,0.05334,1097,5.15539,0,normal
2,7,0.05964,1158,5.2757,0,normal
2,8,0.06076,1139,5.34583,0,normal
2,9,0.06642,1150,5.23408,0,normal
2,10,0.06768,1129,5.18137,0,normal
2,11,0.07389,1156,5.172,0,normal
2,12,0.07145,1174,5.06593,0,normal
2,13,0.07959,1173,5.02109,0,normal
2,14,0.08567,1182,5.17053,0,normal
2,15,0.09063,1180,5.00715,0,normal
2,16,0.08642,1178,4.99486,0,normal
2,17,0.09801,1181,5.0278,0,normal
2,18,0.09973,1227,4.9911,0,normal
2,19,0.09785,1238,4.89622,0,normal
2,20,0.09753,1236,4.85071,0,normal
2,21,0.11272,1239,4.86444,0,normal
2,22,0.11355,1248,4.8262,0,normal
2,23,0.11866,1245,4.76554,0,normal
2,24,0.11697,1291,4.73479,0,normal
2,25,0.12318,1268,4.7237,0,normal
2,26,0.12514,1293,4.6563,0,normal
2,27,0.12703,1286,4.63767,0,normal
2,28,0.13082,1298,4.56382,0,normal
2,29,0.14375,1289,4.58374,0,normal
2,30,0.1411,1345,4.49878,0,normal
2,31,0.14648,1344,4.53905,0,normal
2,32,0.14628,1335,4.60013,0,normal
2,33,0.15169,1367,4.50594,0,normal
2,34,0.16097,1357,4.43803,0,normal
2,35,0.16593,1365,4.43981,0,normal
2,36,0.16718,1384,4.44137,0,normal
2,37,0.16445,1369,4.33714,0,normal
2,38,0.1699,1374,4.30565,0,normal
2,39,0.17699,1403,4.30836,0,normal
2,40,0.17844,1423,4.2731,0,normal
2,41,0.18627,1404,4.2676,0,normal
2,42,0.19123,1382,4.1834,0,normal
2,43,0.19272,1448,4.19554,0,normal
2,44,0.19483,1462,4.21833,0,normal
2,45,0.19582,1448,4.14187,0,normal
2,46,0.20732,1468,4.08792,0,normal
2,47,0.20657,1435,4.11077,0,normal
2,48,0.21158,1490,4.02437,0,normal
2,49,0.21377,1473,3.94341,0,normal
3,0,0.05875,744,6.19019,0,fiber_tap
3,1,0.06195,747,6.17153,0,fiber_tap
3,2,0.05629,751,6.09398,0,fiber_tap
3,3,0.05357,757,5.99244,0,fiber_tap
3,4,0.06136,767,5.97036,1,fiber_tap
3,5,0.05491,767,5.9473,0,fiber_tap
3,6,0.0549,782,5.88483,0,fiber_tap
3,7,0.05013,768,5.74927,1,fiber_tap
3,8,0.04611,795,5.89962,0,fiber_tap
3,9,0.0487,785,5.78594,0,fiber_tap
3,10,0.05748,795,5.71698,0,fiber_tap
3,11,0.04417,756,5.68656,1,fiber_tap
3,12,0.04356,760,5.59706,0,fiber_tap
3,13,0.04138,809,5.62648,0,fiber_tap
3,14,0.0434,807,5.53927,0,fiber_tap
3,15,0.03964,810,5.51536,0,fiber_tap
3,16,0.0379,786,5.39763,0,fiber_tap
3,17,0.03566,805,5.48989,0,fiber_tap
3,18,0.03441,801,5.3149,0,fiber_tap
3,19,0.03594,785,5.25723,0,fiber_tap
3,20,0.03634,784,5.26696,0,fiber_tap
3,21,0.03484,794,5.16107,0,fiber_tap
3,22,0.03206,811,5.1845,0,fiber_tap
3,23,0.02965,803,5.15003,0,fiber_tap
3,24,0.02637,812,5.03233,0,fiber_tap
3,25,0.03189,794,4.92823,0,fiber_tap
3,26,0.02409,808,4.98446,0,fiber_tap
3,27,0.02505,819,4.84141,0,fiber_tap
3,28,0.02636,793,4.8449,0,fiber_tap
3,29,0.0255,800,4.81127,0,fiber_tap
3,30,0.02717,806,4.82528,0,fiber_tap
3,31,0.01956,824,4.80858,0,fiber_tap
3,32,0.01433,806,4.71837,0,fiber_tap
3,33,0.01993,826,4.61232,0,fiber_tap
3,34,0.01959,819,4.65391,0,fiber_tap
3,35,0.01889,829,4.52794,0,fiber_tap
3,36,0.01546,819,4.52126,0,fiber_tap
3,37,0.01446,832,4.55831,0,fiber_tap
3,38,0.01713,824,4.46761,0,fiber_tap
3,39,0.01209,800,4.31015,0,fiber_tap
3,40,0.00649,828,4.31448,0,fiber_tap
3,41,0.01593,840,4.25561,0,fiber_tap
3,42,0.01219,803,4.23135,0,fiber_tap
3,43,0.01081,816,4.22977,0,fiber_tap
3,44,0.0083,834,4.15722,0,fiber_tap
3,45,0.0129,845,4.091,0,fiber_tap
3,46,0.0035,831,4.07311,0,fiber_tap
3,47,0.00111,847,3.96072,1,fiber_tap
3,48,0.00391,852,3.98949,0,fiber_tap
3,49,0.0,845,3.84168,0,fiber_tap
4,0,0.09149,959,6.10675,0,intercept_resend
4,1,0.09827,937,6.07667,0,intercept_resend
4,2,0.09853,923,6.01102,0,intercept_resend
4,3,0.10282,904,6.07155,0,intercept_resend
4,4,0.10189,934,6.16459,0,intercept_resend
4,5,0.10965,932,6.05622,0,intercept_resend
4,6,0.10831,914,6.06557,0,intercept_resend
4,7,0.11048,910,6.06677,0,intercept_resend
4,8,0.11738,899,6.05533,0,intercept_resend
4,9,0.1126,933,6.05334,0,intercept_resend
4,10,0.12216,917,6.16047,0,intercept_resend
4,11,0.12238,893,6.01811,0,intercept_resend
4,12,0.11748,908,6.13603,0,intercept_resend
4,13,0.13008,880,6.15056,0,intercept_resend
4,14,0.1294,887,6.06395,0,intercept_resend
4,15,0.13455,876,6.0995,0,intercept_resend
4,16,0.13844,912,6.11151,0,intercept_resend
4,17,0.13596,895,6.05106,0,intercept_resend
4,18,0.13945,870,6.00988,0,intercept_resend
4,19,0.14393,905,6.21963,0,intercept_resend
4,20,0.14674,902,6.08844,0,intercept_resend
4,21,0.14634,894,6.12127,0,intercept_resend
4,22,0.15957,858,6.25069,0,intercept_resend
4,23,0.16172,879,6.09732,0,intercept_resend
4,24,0.15763,878,6.10442,0,intercept_resend
4,25,0.16415,870,6.18573,0,intercept_resend
4,26,0.16581,868,6.16756,0,intercept_resend
4,27,0.16339,875,6.11899,0,intercept_resend
4,28,0.16686,842,6.16959,0,intercept_resend
4,29,0.17681,867,6.20627,0,intercept_resend
4,30,0.17807,881,6.14281,0,intercept_resend
4,31,0.17875,844,6.09299,0,intercept_resend
4,32,0.18163,878,6.16302,0,intercept_resend
4,33,0.18622,868,6.15226,0,intercept_resend
4,34,0.18885,831,6.18421,0,intercept_resend
4,35,0.18951,867,6.18787,0,intercept_resend
4,36,0.19171,862,6.11193,0,intercept_resend
4,37,0.19548,850,6.14556,0,intercept_resend
4,38,0.19949,824,6.12663,0,intercept_resend
4,39,0.20904,799,6.17755,0,intercept_resend
4,40,0.2082,818,6.11196,0,intercept_resend
4,41,0.20486,864,6.19194,0,intercept_resend
4,42,0.21414,836,6.20376,0,intercept_resend
4,43,0.21349,852,6.13208,0,intercept_resend
4,44,0.21431,856,6.13984,0,intercept_resend
4,45,0.21648,813,6.09692,0,intercept_resend
4,46,0.22454,823,6.25851,0,intercept_resend
4,47,0.22839,826,6.21517,0,intercept_resend
4,48,0.22617,792,6.09686,0,intercept_resend
4,49,0.23093,814,6.18892,0,intercept_resend
5,0,0.06554,883,6.87999,0,fiber_tap
5,1,0.06045,891,6.80144,0,fiber_tap
5,2,0.05969,916,6.80154,0,fiber_tap
5,3,0.06523,914,6.78718,0,fiber_tap
5,4,0.07018,921,6.7108,0,fiber_tap
5,5,0.06281,940,6.8001,0,fiber_tap
5,6,0.06049,957,6.6701,0,fiber_tap
5,7,0.06694,934,6.7317,0,fiber_tap
5,8,0.06645,966,6.76862,0,fiber_tap
5,9,0.06487,993,6.76567,0,fiber_tap
5,10,0.0614,994,6.621,0,fiber_tap
5,11,0.06234,1007,6.68879,0,fiber_tap
5,12,0.0636,1002,6.72333,0,fiber_tap
5,13,0.06177,1009,6.69597,0,fiber_tap
5,14,0.05755,1034,6.5843,0,fiber_tap
5,15,0.06535,1033,6.62794,0,fiber_tap
5,16,0.0625,1018,6.57343,0,fiber_tap
5,17,0.06415,1070,6.60489,0,fiber_tap
5,18,0.05672,1077,6.61118,0,fiber_tap
5,19,0.06066,1097,6.52611,0,fiber_tap
5,20,0.05874,1051,6.59104,0,fiber_tap
5,21,0.06096,1074,6.4419,0,fiber_tap
5,22,0.05715,1121,6.49958,0,fiber_tap
5,23,0.05711,1105,6.44682,0,fiber_tap
5,24,0.05347,1112,6.43061,0,fiber_tap
5,25,0.06107,1138,6.42764,0,fiber_tap
5,26,0.0657,1141,6.51204,0,fiber_tap
5,27,0.06339,1138,6.44216,0,fiber_tap
5,28,0.05672,1163,6.451,0,fiber_tap
5,29,0.05616,1175,6.3996,0,fiber_tap
5,30,0.05666,1175,6.43257,0,fiber_tap
5,31,0.06067,1208,6.35872,0,fiber_tap
5,32,0.05516,1203,6.48019,0,fiber_tap
5,33,0.05984,1211,6.35533,0,fiber_tap
5,34,0.05569,1243,6.35904,0,fiber_tap
5,35,0.05978,1232,6.32187,0,fiber_tap
5,36,0.05104,1236,6.34562,1,fiber_tap
5,37,0.05318,1253,6.28577,0,fiber_tap
5,38,0.05787,1260,6.09691,0,fiber_tap
5,39,0.05292,1304,6.27288,0,fiber_tap
5,40,0.05926,1280,6.15853,0,fiber_tap
5,41,0.05642,1311,6.24055,0,fiber_tap
5,42,0.05759,1324,6.23033,0,fiber_tap
5,43,0.05668,1336,6.23769,0,fiber_tap
5,44,0.05731,1361,6.14713,0,fiber_tap
5,45,0.05548,1343,6.12268,0,fiber_tap
5,46,0.05172,1367,6.17005,0,fiber_tap
5,47,0.05474,1366,6.13408,0,fiber_tap
5,48,0.05574,1358,6.11991,1,fiber_tap
5,49,0.05331,1402,6.03594,0,fiber_tap
6,0,0.08492,1007,5.76149,0,intercept_resend
6,1,0.07984,1004,5.80364,0,intercept_resend
6,2,0.0796,992,5.85391,0,intercept_resend
6,3,0.07956,1022,5.79919,0,intercept_resend
6,4,0.0864,982,5.71802,0,intercept_resend
6,5,0.07979,1007,5.68051,0,intercept_resend
6,6,0.08324,999,5.68894,0,intercept_resend
6,7,0.08485,989,5.71549,0,intercept_resend
6,8,0.07937,974,5.69278,0,intercept_resend
6,9,0.08206,987,5.62148,0,intercept_resend
6,10,0.08532,965,5.56254,0,intercept_resend
6,11,0.0834,993,5.62124,0,intercept_resend
6,12,0.07962,986,5.67204,0,intercept_resend
6,13,0.08794,952,5.54749,0,intercept_resend
6,14,0.07885,1000,5.42682,0,intercept_resend
6,15,0.08175,970,5.61523,0,intercept_resend
6,16,0.08462,978,5.43678,0,intercept_resend
6,17,0.0783,963,5.43189,0,intercept_resend
6,18,0.08339,947,5.57892,0,intercept_resend
6,19,0.08572,961,5.47952,0,intercept_resend
6,20,0.07953,979,5.50927,0,intercept_resend
6,21,0.08042,971,5.39695,0,intercept_resend
6,22,0.08087,965,5.36484,0,intercept_resend
6,23,0.07942,955,5.36239,0,intercept_resend
6,24,0.07593,960,5.33629,0,intercept_resend
6,25,0.07787,973,5.38936,0,intercept_resend
6,26,0.07625,961,5.34684,0,intercept_resend
6,27,0.0842,975,5.24595,0,intercept_resend
6,28,0.08158,971,5.33305,0,intercept_resend
6,29,0.0779,987,5.3201,0,intercept_resend
6,30,0.08474,969,5.29318,0,intercept_resend
6,31,0.07698,947,5.24132,0,intercept_resend
6,32,0.07498,955,5.31322,0,intercept_resend
6,33,0.07764,977,5.13942,0,intercept_resend
6,34,0.08161,967,5.18954,0,intercept_resend
6,35,0.07779,956,5.20748,0,intercept_resend
6,36,0.07226,926,5.16395,0,intercept_resend
6,37,0.07406,930,5.07984,0,intercept_resend
6,38,0.07696,931,5.1471,0,intercept_resend
6,39,0.0777,942,5.13113,0,intercept_resend
6,40,0.08098,946,5.1328,0,intercept_resend
6,41,0.08711,936,5.20652,0,intercept_resend
6,42,0.07894,928,5.04063,0,intercept_resend
6,43,0.08214,952,5.07172,0,intercept_resend
6,44,0.08092,907,4.94673,0,intercept_resend
6,45,0.08116,922,5.04408,0,intercept_resend
6,46,0.07518,947,4.91204,0,intercept_resend
6,47,0.07308,943,4.84101,0,intercept_resend
6,48,0.07828,918,4.91714,0,intercept_resend
6,49,0.07645,905,5.0135,0,intercept_resend
7,0,0.07166,172,8.29478,1,detector_blind
7,1,0.06846,151,8.26881,0,detector_blind
7,2,0.06797,130,8.30003,1,detector_blind
7,3,0.07556,133,8.0639,1,detector_blind
7,4,0.0827,133,8.00275,1,detector_blind
7,5,0.08064,148,7.87826,1,detector_blind
7,6,0.08967,90,7.91259,1,detector_blind
7,7,0.09468,134,7.78786,1,detector_blind
7,8,0.10013,148,7.69853,1,detector_blind
7,9,0.09763,111,7.60941,1,detector_blind
7,10,0.10072,97,7.63777,1,detector_blind
7,11,0.10852,93,7.34792,1,detector_blind
7,12,0.10518,104,7.28329,1,detector_blind
7,13,0.1143,76,7.31264,1,detector_blind
7,14,0.11722,89,7.20702,0,detector_blind
7,15,0.11936,72,7.16963,1,detector_blind
7,16,0.12666,60,7.06154,1,detector_blind
7,17,0.12845,77,6.99115,1,detector_blind
7,18,0.13026,74,6.9324,1,detector_blind
7,19,0.1355,73,6.86971,1,detector_blind
7,20,0.13313,75,6.756,1,detector_blind
7,21,0.13896,69,6.63765,1,detector_blind
7,22,0.14512,45,6.59138,1,detector_blind
7,23,0.14716,62,6.488,1,detector_blind
7,24,0.15203,55,6.39766,0,detector_blind
7,25,0.15957,54,6.26558,1,detector_blind
7,26,0.16367,13,6.30959,1,detector_blind
7,27,0.17003,44,6.06185,1,detector_blind
7,28,0.17075,60,6.07324,1,detector_blind
7,29,0.17106,4,6.02268,1,detector_blind
7,30,0.17858,28,6.08287,1,detector_blind
7,31,0.17848,0,5.85301,1,detector_blind
7,32,0.17474,1,5.84437,1,detector_blind
7,33,0.18658,7,5.77288,0,detector_blind
7,34,0.1884,19,5.60699,1,detector_blind
7,35,0.19396,0,5.49511,0,detector_blind
7,36,0.19224,0,5.45742,1,detector_blind
7,37,0.19671,18,5.3705,1,detector_blind
7,38,0.20382,0,5.23384,1,detector_blind
7,39,0.20775,0,5.27191,1,detector_blind
7,40,0.20769,0,5.12913,1,detector_blind
7,41,0.21566,0,4.98657,1,detector_blind
7,42,0.21638,0,4.94285,1,detector_blind
7,43,0.22408,0,4.75488,1,detector_blind
7,44,0.22604,0,4.85368,1,detector_blind
7,45,0.23018,0,4.72998,1,detector_blind
7,46,0.23474,0,4.64063,1,detector_blind
7,47,0.24066,0,4.49057,1,detector_blind
7,48,0.24181,0,4.51362,0,detector_blind
7,49,0.24505,0,4.40247,1,detector_blind
8,0,0.07657,998,5.62787,0,intercept_resend
8,1,0.08112,1033,5.59808,0,intercept_resend
8,2,0.07538,1000,5.74568,0,intercept_resend
8,3,0.07835,1028,5.69131,0,intercept_resend
8,4,0.08037,1014,5.67958,0,intercept_resend
8,5,0.08216,1005,5.55981,0,intercept_resend
8,6,0.08152,1000,5.51844,0,intercept_resend
8,7,0.08593,1000,5.58206,0,intercept_resend
8,8,0.08243,1019,5.60278,0,intercept_resend
8,9,0.08238,1022,5.61322,0,intercept_resend
8,10,0.086,1043,5.56353,0,intercept_resend
8,11,0.08879,1019,5.56123,0,intercept_resend
8,12,0.0924,1030,5.47801,0,intercept_resend
8,13,0.09394,1003,5.50922,0,intercept_resend
8,14,0.09199,1015,5.56732,0,intercept_resend
8,15,0.09925,1038,5.44164,0,intercept_resend
8,16,0.09629,1049,5.49408,0,intercept_resend
8,17,0.10546,1039,5.48733,0,intercept_resend
8,18,0.09885,1037,5.46084,0,intercept_resend
8,19,0.10317,1051,5.4199,0,intercept_resend
8,20,0.09832,1011,5.47533,0,intercept_resend
8,21,0.10027,1009,5.4601,0,intercept_resend
8,22,0.11232,1043,5.47333,0,intercept_resend
8,23,0.10636,1044,5.46809,0,intercept_resend
8,24,0.10651,1051,5.42896,0,intercept_resend
8,25,0.10664,1064,5.39486,0,intercept_resend
8,26,0.10765,1059,5.34942,0,intercept_resend
8,27,0.11127,1053,5.43938,0,intercept_resend
8,28,0.11387,1055,5.41671,0,intercept_resend
8,29,0.11789,1066,5.36707,0,intercept_resend
8,30,0.11105,1044,5.34203,0,intercept_resend
8,31,0.11442,1059,5.35086,0,intercept_resend
8,32,0.11911,1063,5.36308,0,intercept_resend
8,33,0.11898,1036,5.28253,0,intercept_resend
8,34,0.11962,1050,5.35023,0,intercept_resend
8,35,0.12591,1088,5.30029,0,intercept_resend
8,36,0.12706,1074,5.28485,0,intercept_resend
8,37,0.12202,1070,5.27303,0,intercept_resend
8,38,0.12564,1079,5.28333,0,intercept_resend
8,39,0.1277,1096,5.32139,0,intercept_resend
8,40,0.12321,1042,5.31136,0,intercept_resend
8,41,0.12483,1079,5.19687,0,intercept_resend
8,42,0.12479,1093,5.28407,0,intercept_resend
8,43,0.12973,1048,5.20954,0,intercept_resend
8,44,0.13391,1066,5.23676,0,intercept_resend
8,45,0.13395,1099,5.2243,0,intercept_resend
8,46,0.13235,1111,5.20113,0,intercept_resend
8,47,0.13645,1081,5.17763,0,intercept_resend
8,48,0.13515,1094,5.27611,0,intercept_resend
8,49,0.13495,1075,5.25482,0,intercept_resend
9,0,0.07666,181,7.08561,1,detector_blind
9,1,0.07313,186,7.11908,1,detector_blind
9,2,0.072,156,7.08015,1,detector_blind
9,3,0.07366,206,7.06363,1,detector_blind
9,4,0.0722,192,7.13314,1,detector_blind
9,5,0.07532,159,7.09611,1,detector_blind
9,6,0.07388,197,7.06461,1,detector_blind
9,7,0.07634,218,6.99333,1,detector_blind
9,8,0.06994,200,7.15925,1,detector_blind
9,9,0.07202,194,7.15563,1,detector_blind
9,10,0.07086,205,7.12713,1,detector_blind
9,11,0.0728,204,7.17117,1,detector_blind
9,12,0.07044,195,7.14331,1,detector_blind
9,13,0.0672,214,7.19496,1,detector_blind
9,14,0.0666,222,7.12036,1,detector_blind
9,15,0.07001,231,7.06367,1,detector_blind
9,16,0.06564,215,7.19423,1,detector_blind
9,17,0.06807,222,7.28896,1,detector_blind
9,18,0.06451,242,7.17765,1,detector_blind
9,19,0.06938,260,7.23791,0,detector_blind
9,20,0.06843,254,7.26805,1,detector_blind
9,21,0.06449,237,7.13427,1,detector_blind
9,22,0.06485,239,7.19837,0,detector_blind
9,23,0.06687,237,7.26363,1,detector_blind
9,24,0.06436,225,7.31905,1,detector_blind
9,25,0.06373,252,7.32524,1,detector_blind
9,26,0.06529,231,7.25288,1,detector_blind
9,27,0.06743,249,7.20988,1,detector_blind
9,28,0.06575,260,7.26071,0,detector_blind
9,29,0.06537,255,7.27693,0,detector_blind
9,30,0.05924,269,7.3331,1,detector_blind
9,31,0.06446,279,7.35073,1,detector_blind
9,32,0.06435,225,7.37165,1,detector_blind
9,33,0.06212,265,7.3361,1,detector_blind
9,34,0.06377,279,7.36018,1,detector_blind
9,35,0.06246,268,7.16922,1,detector_blind
9,36,0.05975,253,7.40567,1,detector_blind
9,37,0.06205,263,7.33558,1,detector_blind
9,38,0.05859,266,7.28957,1,detector_blind
9,39,0.05437,275,7.4239,1,detector_blind
9,40,0.05732,281,7.41518,1,detector_blind
9,41,0.05554,279,7.35347,1,detector_blind
9,42,0.06292,305,7.34551,1,detector_blind
9,43,0.05884,299,7.44588,1,detector_blind
9,44,0.05751,305,7.36657,1,detector_blind
9,45,0.05593,275,7.45925,1,detector_blind
9,46,0.05468,288,7.45934,1,detector_blind
9,47,0.0581,279,7.48963,1,detector_blind
9,48,0.05696,279,7.37874,1,detector_blind
9,49,0.05512,310,7.49724,1,detector_blind
10,0,0.10033,969,5.66678,0,intercept_resend
10,1,0.09829,989,5.61344,0,intercept_resend
10,2,0.09357,983,5.67501,0,intercept_resend
10,3,0.08621,979,5.58938,0,intercept_resend
10,4,0.08559,931,5.54467,0,intercept_resend
10,5,0.0866,980,5.54406,0,intercept_resend
10,6,0.07779,968,5.47126,0,intercept_resend
10,7,0.07932,958,5.42473,0,intercept_resend
10,8,0.07276,956,5.4361,0,intercept_resend
10,9,0.0701,931,5.40558,0,intercept_resend
10,10,0.0745,931,5.39368,0,intercept_resend
10,11,0.06728,916,5.27985,0,intercept_resend
10,12,0.06107,931,5.34597,0,intercept_resend
10,13,0.06344,923,5.30973,0,intercept_resend
10,14,0.0567,929,5.24286,0,intercept_resend
10,15,0.05236,918,5.19578,0,intercept_resend
10,16,0.06011,905,5.25344,0,intercept_resend
10,17,0.04762,893,5.18832,0,intercept_resend
10,18,0.0456,901,5.16079,0,intercept_resend
10,19,0.04745,926,5.1421,0,intercept_resend
10,20,0.04204,886,5.22107,0,intercept_resend
10,21,0.03851,862,5.04078,0,intercept_resend
10,22,0.03576,862,5.17821,0,intercept_resend
10,23,0.03842,847,5.01579,0,intercept_resend
10,24,0.03051,878,5.02779,0,intercept_resend
10,25,0.02553,850,4.96712,0,intercept_resend
10,26,0.02646,834,4.94664,0,intercept_resend
10,27,0.02531,827,4.87346,0,intercept_resend
10,28,0.01929,828,4.94495,0,intercept_resend
10,29,0.01714,827,4.88994,0,intercept_resend
10,30,0.01116,823,4.91067,0,intercept_resend
10,31,0.00762,815,4.89213,0,intercept_resend
10,32,0.00924,829,4.78542,0,intercept_resend
10,33,0.0,807,4.80556,0,intercept_resend
10,34,0.00618,816,4.78788,0,intercept_resend
10,35,0.00155,789,4.6737,0,intercept_resend
10,36,0.0,801,4.74109,0,intercept_resend
10,37,0.0,774,4.6686,0,intercept_resend
10,38,0.0,766,4.6297,0,intercept_resend
10,39,0.0,780,4.61913,0,intercept_resend
10,40,0.0,752,4.6129,0,intercept_resend
10,41,0.0,760,4.60239,0,intercept_resend
10,42,0.0,755,4.54768,0,intercept_resend
10,43,0.0,766,4.4641,0,intercept_resend
10,44,0.0,740,4.48381,0,intercept_resend
10,45,0.0,737,4.4305,0,intercept_resend
10,46,0.0,731,4.45959,0,intercept_resend
10,47,0.0,727,4.40281,0,intercept_resend
10,48,0.0,713,4.4569,0,intercept_resend
10,49,0.0,676,4.3403,0,intercept_resend
11,0,0.01692,947,5.09633,0,normal
11,1,0.01816,934,5.21332,0,normal
11,2,0.02306,960,5.11109,0,normal
11,3,0.02145,946,5.08153,0,normal
11,4,0.01952,962,5.08711,0,normal
11,5,0.02314,947,4.96014,0,normal
11,6,0.03063,949,4.98787,0,normal
11,7,0.02914,962,5.01218,0,normal
11,8,0.02909,942,4.88621,0,normal
11,9,0.03047,946,4.91376,0,normal
11,10,0.03812,956,4.8871,0,normal
11,11,0.03613,957,4.87966,0,normal
11,12,0.03979,977,4.91024,0,normal
11,13,0.04632,974,4.94885,0,normal
11,14,0.03981,998,4.79515,0,normal
11,15,0.04328,966,4.78028,0,normal
11,16,0.04637,960,4.80976,0,normal
11,17,0.04644,980,4.82169,0,normal
11,18,0.04901,983,4.75031,0,normal
11,19,0.05882,965,4.73915,0,normal
11,20,0.04917,966,4.69411,0,normal
11,21,0.06022,957,4.69279,0,normal
